Store_Name,Store_Chain,Store_Type,Street_Number,Street_Name,Additional Address,City,State,Zip_Code,County,Latitude,Longitude,Authorization_Date
Target Store T-1884,Target,Super Store,7100,SANTA MONICA BLVD,STE 201,WEST HOLLYWOOD,CA,90046,LOS ANGELES,34.09063,-118.3442,03/23/2006
Target T3231,Target,Super Store,11800,Santa Monica Blvd, ,Los Angeles,CA,90025,LOS ANGELES,34.0427,-118.4584,03/11/2019
Target Store T-0200,Target,Super Store,3433,Sepulveda Blvd, ,Torrance,CA,90505,LOS ANGELES,33.82515,-118.3456,05/28/2009
Target Store T-1307,Target,Super Store,5711,Sepulveda Blvd, ,Van Nuys,CA,91411,LOS ANGELES,34.17453,-118.4662,05/18/2009
Target Store T-2632,Target,Super Store,6000,Sepulveda Blvd,Ste 2250,Culver City,CA,90230,LOS ANGELES,33.98536,-118.3957,09/10/2009
Target Store T-1305,Target,Super Store,11525,South St, ,Cerritos,CA,90703,LOS ANGELES,33.85851,-118.0877,08/17/2005
Target Store T-2143,Target,Super Store,6700,Topanga Canyon Blvd, ,Canoga Park,CA,91303,LOS ANGELES,34.19254,-118.6059,09/08/2006
Target T3293,Target,Super Store,965,Town Center Dr,,La Canada Flintridge,CA,91011,LOS ANGELES,34.20484,-118.1987,09/25/2018
Target Store T-0288,Target,Super Store,20801,Ventura Blvd, ,Woodland Hills,CA,91364,LOS ANGELES,34.1665,-118.5859,04/28/2006
Target Store T-0294,Target,Super Store,11051,Victory Blvd, ,North Hollywood,CA,91606,LOS ANGELES,34.18671,-118.3716,10/26/2006
Target Store T-2280,Target,Super Store,2700,W 120th St, ,Hawthorne,CA,90250,LOS ANGELES,33.92366,-118.3236,09/19/2008
Target Store T-0767,Target,Super Store,888,W Arrow Hwy, ,San Dimas,CA,91773,LOS ANGELES,34.10656,-117.8244,08/17/2005
Target Store T-1329,Target,Super Store,3471,W Century Blvd, ,Inglewood,CA,90303,LOS ANGELES,33.94553,-118.3325,05/18/2009
Target Store T-1362,Target,Super Store,1800,W Empire Ave, ,Burbank,CA,91504,LOS ANGELES,34.19194,-118.3293,08/17/2005
Target Store T-0184,Target,Super Store,2120,W Main St, ,Alhambra,CA,91801,LOS ANGELES,34.09169,-118.1464,05/28/2009
Target Store T-0290,Target,Super Store,2169,W Redondo Beach Blvd, ,Gardena,CA,90247,LOS ANGELES,33.88584,-118.3175,10/26/2006
Target Store T-2328,Target,Super Store,651,W Sepulveda Blvd, ,Carson,CA,90745,LOS ANGELES,33.80857,-118.2861,09/07/2007
Target Store T2479,Target,Super Store,5500,W Sunset Blvd, ,Los Angeles,CA,90028,LOS ANGELES,34.09793,-118.3096,09/24/2020
Target Store T-2774,Target,Super Store,10861,Weyburn AVe,#B100,Los Angeles,CA,90024,LOS ANGELES,34.0626,-118.4444,07/10/2012
Target Store T-0189,Target,Super Store,5600,Whittier Blvd, ,Commerce,CA,90022,LOS ANGELES,34.01888,-118.1504,05/28/2009
Target Store T-1425,Target,Super Store,8800,Whittier Blvd, ,Pico Rivera,CA,90660,LOS ANGELES,34.00212,-118.0859,11/19/2008
Target Store T-2019,Target,Super Store,15614,Whittwood Ln, ,Whittier,CA,90603,LOS ANGELES,33.9448,-117.9975,06/12/2009
Target Store T3338,Target,Super Store,1610,Wilshire Blvd, ,Santa Monica,CA,90403,LOS ANGELES,34.02829,-118.4864,09/25/2020
TOP VALU 7,Top_valu,Super Store,2038,E 10th St, ,Long Beach,CA,90804,LOS ANGELES,33.77893,-118.1671,10/30/1986
TOP VALU 3,Top_valu,Super Store,10819,Hawthorne Blvd, ,Lennox,CA,90304,LOS ANGELES,33.93757,-118.3528,01/01/1930
TOP VALU 16,Top_valu,Super Store,4700,Inglewood Blvd, ,Culver City,CA,90230,LOS ANGELES,33.99316,-118.4152,01/14/1994
TOP VALU 9,Top_valu,Super Store,421,Pacific Ave, ,Long Beach,CA,90802,LOS ANGELES,33.77201,-118.1938,11/29/1989
TOP VALUE MARKET #6  ,Top_valu,Super Store,14103,RAMONA BLVD, ,BALDWIN PARK,CA,91706,LOS ANGELES,34.08513,-117.9665,02/11/1986
Top Valu 41,Top_valu,Super Store,644,Redondo Ave, ,Long Beach,CA,90814,LOS ANGELES,33.77452,-118.1524,12/05/2012
TOP VALU 14,Top_valu,Super Store,4831,Whittier Blvd, ,Los Angeles,CA,90022,LOS ANGELES,34.02176,-118.1635,01/08/1999
TOP VALU MARKET & 26  ,Top_valu,Supermarket,2012,Long Beach Blvd, ,Long Beach,CA,90806,LOS ANGELES,33.79375,-118.1892,09/01/2001
TOP VALU 18,Top_valu,Supermarket,970,W 1st St, ,San Pedro,CA,90731,LOS ANGELES,33.74337,-118.2983,05/19/1995
TRADER JOE'S  185,Trader_joes,Supermarket,39507,10th St W, ,Palmdale,CA,93551,LOS ANGELES,34.59981,-118.1479,10/15/2003
Trader Joe's 205,Trader_joes,Supermarket,4675,Admiralty Way, ,Marina del Rey,CA,90292,LOS ANGELES,33.98038,-118.4406,02/14/2019
TRADER JOE'S 116,Trader_joes,Supermarket,4121,Atlantic Ave, ,Bixby Knolls,CA,90807,LOS ANGELES,33.83224,-118.1851,09/18/2003
TRADER JOE'S  44,Trader_joes,Supermarket,11114,Balboa Blvd, ,Granada Hills,CA,91344,LOS ANGELES,34.27231,-118.5021,09/16/2003
Trader Joes 13,Trader_joes,Supermarket,26517,Bouquet Canyon Rd, ,Santa Clarita,CA,91350,LOS ANGELES,34.42815,-118.5366,07/31/2009
TRADER JOE'S  56,Trader_joes,Supermarket,17640,Burbank Blvd, ,Encino,CA,91316,LOS ANGELES,34.17224,-118.5177,06/08/2000
Trader Joes 237,Trader_joes,Supermarket,8500,Burton Way,Ste 100,Los Angeles,CA,90048,LOS ANGELES,34.07169,-118.3772,09/17/2012
Trader Joes - Calabasas 254,Trader_joes,Supermarket,23741,Calabasas Rd, ,Calabasas,CA,91302,LOS ANGELES,34.1554,-118.6444,09/12/2018
Trader Joes 247,Trader_joes,Supermarket,28941,Canwood St, ,Agoura Hills,CA,91301,LOS ANGELES,34.14571,-118.7551,07/13/2010
TRADER JOE'S  13,Trader_joes,Supermarket,23360,Cinema Dr, ,Valencia,CA,91355,LOS ANGELES,34.41937,-118.5443,09/15/2003
TRADER JOE'S  55,Trader_joes,Supermarket,1566,Colorado Blvd, ,Eagle Rock,CA,90041,LOS ANGELES,34.13945,-118.2001,09/16/2003
TRADER JOES 36,Trader_joes,Supermarket,9290,Culver Blvd, ,Culver City,CA,90232,LOS ANGELES,34.02536,-118.3933,01/15/2003
TRADER JOE'S 124,Trader_joes,Supermarket,214,E Alameda Ave, ,Burbank,CA,91502,LOS ANGELES,34.17477,-118.2994,09/18/2003
Trader Joe's 53,Trader_joes,Supermarket,103,E Glenoaks Blvd, ,Glendale,CA,91207,LOS ANGELES,34.15922,-118.2549,10/04/2014
TRADER JOE'S  43,Trader_joes,Supermarket,6451,E Pacific Coast Hwy, ,Long Beach,CA,90803,LOS ANGELES,33.75595,-118.1091,11/30/2001
TRADER JOE'S 50,Trader_joes,Supermarket,6751,Fallbrook Ave, ,West Hills,CA,91307,LOS ANGELES,34.19238,-118.6235,09/16/2003
TRADER JOE'S  42,Trader_joes,Supermarket,475,Foothill Blvd,,La Canada Flintridge,CA,91011,LOS ANGELES,34.19931,-118.1888,09/23/2003
TRADER JOE'S 52,Trader_joes,Supermarket,3433,Foothill Blvd, ,La Crescenta,CA,91214,LOS ANGELES,34.23306,-118.2542,09/16/2003
Trader Joes 234,Trader_joes,Supermarket,1000,Glendon Ave, ,Los Angeles,CA,90024,LOS ANGELES,34.06248,-118.4439,10/27/2008
TRADER JOE'S 121,Trader_joes,Supermarket,19720,Hawthorne Blvd, ,Torrance,CA,90503,LOS ANGELES,33.85276,-118.3536,09/18/2003
Trader Joes 233,Trader_joes,Supermarket,31176,Hawthorne Blvd, ,Rancho Palos Verdes,CA,90275,LOS ANGELES,33.74952,-118.4066,03/31/2010
Trader Joes 52,Trader_joes,Supermarket,2462,Honolulu Ave, ,Montrose,CA,91020,LOS ANGELES,34.20706,-118.2326,09/22/2011
TRADER JOE'S  17,Trader_joes,Supermarket,2738,Hyperion Ave, ,Los Angeles,CA,90027,LOS ANGELES,34.10733,-118.2721,09/15/2003
TRADER JOE'S 252,Trader_joes,Supermarket,6130,Laurel Canyon Blvd, ,North Hollywood,CA,91606,LOS ANGELES,34.18188,-118.3965,03/03/2020
TRADER JOE'S 34,Trader_joes,Supermarket,1821,Manhattan Beach Blvd, ,Manhattan Beach,CA,90266,LOS ANGELES,33.88745,-118.3797,09/15/2003
TRADER JOE'S 184,Trader_joes,Supermarket,10330,Mason Ave, ,Chatsworth,CA,91311,LOS ANGELES,34.25791,-118.5798,06/07/2004
TRADER JOE'S  18,Trader_joes,Supermarket,613,Mission St, ,South Pasadena,CA,91030,LOS ANGELES,34.11568,-118.1629,09/15/2003
Trader Joe's 194,Trader_joes,Supermarket,2222,N Bellflower Blvd, ,Long Beach,CA,90815,LOS ANGELES,33.7969,-118.1252,07/27/2005
TRADER JOE'S 53,Trader_joes,Supermarket,130,N Glendale Ave, ,Glendale,CA,91206,LOS ANGELES,34.14704,-118.2469,09/16/2003
TRADER JOE'S  171,Trader_joes,Supermarket,467,N Rosemead Blvd, ,Pasadena,CA,91107,LOS ANGELES,34.15396,-118.0778,09/18/2003
TRADER JOES 7,Trader_joes,Supermarket,10850,National Blvd, ,Los Angeles,CA,90064,LOS ANGELES,34.03023,-118.4215,04/14/2003
TRADER JOE'S 29,Trader_joes,Supermarket,2545,Pacific Coast Hwy,Ste B,Torrance,CA,90505,LOS ANGELES,33.79004,-118.3302,09/15/2003
TRADER JOE'S 6,Trader_joes,Supermarket,3212,Pico Blvd, ,Santa Monica,CA,90405,LOS ANGELES,34.0264,-118.4562,07/01/1999
TRADER JOE'S  54,Trader_joes,Supermarket,10130,Riverside Dr, ,Toluca Lake,CA,91602,LOS ANGELES,34.15218,-118.3519,09/16/2003
TRADER JOE'S  49,Trader_joes,Supermarket,14119,Riverside Dr, ,Sherman Oaks,CA,91423,LOS ANGELES,34.15763,-118.4407,09/16/2003
TRADER JOE'S 106,Trader_joes,Supermarket,1800,ROSECRANS BLVD, ,Manhattan Beach,CA,90266,LOS ANGELES,33.90176,-118.3805,09/17/2003
TRADER JOE'S  32,Trader_joes,Supermarket,7260,Rosemead Blvd, ,San Gabriel,CA,91775,LOS ANGELES,34.12884,-118.0731,04/01/2003
TRADER JOE'S 51,Trader_joes,Supermarket,610,S Arroyo Pkwy, ,Pasadena,CA,91105,LOS ANGELES,34.13527,-118.1472,09/16/2003
TRADER JOE'S  38,Trader_joes,Supermarket,1761,S Elena Ave, ,Redondo Beach,CA,90277,LOS ANGELES,33.81808,-118.3856,09/16/2003
Trader Joes 240,Trader_joes,Supermarket,175,S Fairfax Ave, ,Los Angeles,CA,90036,LOS ANGELES,34.07327,-118.3615,04/06/2012
Trader Joe's 250,Trader_joes,Supermarket,3131,S Hoover St,Ste 1920,Los Angeles,CA,90089,LOS ANGELES,34.02661,-118.284,07/21/2017
TRADER JOE'S  31,Trader_joes,Supermarket,263,S la Brea Ave, ,Los Angeles,CA,90036,LOS ANGELES,34.06967,-118.3441,09/15/2003
TRADER JOE'S  179,Trader_joes,Supermarket,345,S Lake Ave, ,Pasadena,CA,91101,LOS ANGELES,34.13967,-118.1324,09/18/2003
TRADER JOE'S 119,Trader_joes,Supermarket,3456,S Sepulveda Blvd, ,Los Angeles,CA,90034,LOS ANGELES,34.01989,-118.4227,09/18/2003
TRADER JOE'S  33,Trader_joes,Supermarket,8645,S Sepulveda Blvd, ,Westchester,CA,90045,LOS ANGELES,33.95862,-118.3963,09/15/2003
TRADER JOE'S 57,Trader_joes,Supermarket,28901,S Western Ave,Ste 243,Rancho Palos Verdes,CA,90275,LOS ANGELES,33.75748,-118.3115,09/16/2003
Trader Joe's 40,Trader_joes,Supermarket,7302,Santa Monica Blvd, ,West Hollywood,CA,90048,LOS ANGELES,34.09071,-118.3491,12/22/2016
TRADER JOE'S  40,Trader_joes,Supermarket,7304,Santa Monica Blvd, ,West Hollywood,CA,90046,LOS ANGELES,34.09067,-118.349,10/21/1996
TRADER JOE'S  173,Trader_joes,Supermarket,8611,Santa Monica Blvd, ,West Hollywood,CA,90069,LOS ANGELES,34.08804,-118.3792,04/01/2003
TRADER JOE'S  104,Trader_joes,Supermarket,12861,Towne Center Dr, ,Cerritos,CA,90703,LOS ANGELES,33.86816,-118.0586,09/17/2003
TRADER JOE'S  122,Trader_joes,Supermarket,11976,Ventura Blvd, ,Studio City,CA,91604,LOS ANGELES,34.14347,-118.3926,09/18/2003
Trader Joes 209,Trader_joes,Supermarket,21055,Ventura Blvd,,Woodland Hills,CA,91364,LOS ANGELES,34.16691,-118.5924,01/04/2008
Trader Joes 206,Trader_joes,Supermarket,1600,Vine St, ,Los Angeles,CA,90028,LOS ANGELES,34.09996,-118.3266,05/11/2010
TRADER JOE'S  28,Trader_joes,Supermarket,856,W Arrow Hwy, ,San Dimas,CA,91773,LOS ANGELES,34.10656,-117.824,09/15/2003
Trader Joes 214,Trader_joes,Supermarket,475,W Foothill Blvd, ,Claremont,CA,91711,LOS ANGELES,34.10714,-117.7217,02/27/2008
TRADER JOE'S  112,Trader_joes,Supermarket,604,W Huntington Dr, ,Monrovia,CA,91016,LOS ANGELES,34.14019,-118.012,09/18/2003
Trader Joes 215,Trader_joes,Supermarket,11755,W Olympic Blvd, ,Los Angeles,CA,90064,LOS ANGELES,34.03357,-118.4491,07/07/2009
Trader Joes 192,Trader_joes,Supermarket,8000,W Sunset Blvd,Ste C120,Los Angeles,CA,90046,LOS ANGELES,34.09796,-118.3651,02/25/2009
TRADER JOE'S  48,Trader_joes,Supermarket,15025,Whittier Blvd, ,Whittier,CA,90603,LOS ANGELES,33.94881,-118.0062,09/16/2003
TRADER JOE'S 253,Trader_joes,Supermarket,2300,Wilshire Blvd, ,Santa Monica,CA,90403,LOS ANGELES,34.03352,-118.4805,09/23/2019
Vallarta Supermarket 38,Vallarta,Super Store,38118,47th Street,East,Palmdale,CA,93552,LOS ANGELES,34.57436,-118.045,10/12/2011
Vallarta Supermarket 27,Vallarta,Super Store,815,E Avenue K, ,Lancaster,CA,93535,LOS ANGELES,34.67505,-118.1138,07/01/2008
VALLARTA SUPERMARKET 4,Vallarta,Super Store,440,E Palmdale Blvd, ,Palmdale,CA,93550,LOS ANGELES,34.57981,-118.1224,10/16/1991
VALLARTA SUPERMARKET 20,Vallarta,Super Store,1803,E Palmdale Blvd, ,Palmdale,CA,93550,LOS ANGELES,34.57973,-118.0958,08/01/2004
VALLARTA SUPERMARKET 7,Vallarta,Super Store,13820,Foothill Blvd, ,Sylmar,CA,91342,LOS ANGELES,34.31054,-118.4343,07/12/1994
Vallarta Supermarket 48,Vallarta,Super Store,7900,Imperial Hwy, ,Downey,CA,90242,LOS ANGELES,33.92521,-118.1543,12/03/2015
Vallarta Supermarket 19,Vallarta,Super Store,23449,Lyons Ave, ,Valencia,CA,91355,LOS ANGELES,34.37968,-118.5436,12/18/2006
Vallarta Supermarket 51,Vallarta,Super Store,655,N Fair Oaks Ave, ,Pasadena,CA,91103,LOS ANGELES,34.15753,-118.1506,09/19/2017
Vallarta Supermarket 9,Vallarta,Super Store,10859,Oxnard St, ,North Hollywood,CA,91606,LOS ANGELES,34.17946,-118.3677,02/27/1997
Vallarta Supermarket 50,Vallarta,Super Store,8510,Painter Ave,Ste L,Whittier,CA,90602,LOS ANGELES,33.9612,-118.0348,05/30/2015
VALLARTA SUPERMARKET 12,Vallarta,Super Store,21555,Roscoe Blvd, ,Canoga Park,CA,91304,LOS ANGELES,34.21978,-118.6003,04/14/1999
Vallarta Supermarket 43,Vallarta,Super Store,757,S Workman St, ,San Fernando,CA,91340,LOS ANGELES,34.28218,-118.4514,06/21/2012
VALLARTA SUPERMARKET 17,Vallarta,Super Store,10950,Sherman Way,Ste 110,Burbank,CA,91505,LOS ANGELES,34.20115,-118.3701,12/05/2003
Vallarta Supermarket 47,Vallarta,Super Store,18571,Soledad Canyon Rd, ,Canyon Country,CA,91351,LOS ANGELES,34.41624,-118.4578,01/28/2015
Vallarta Supermarket 112,Vallarta,Super Store,8201,Topanga Canyon Blvd, ,Canoga Park,CA,91304,LOS ANGELES,34.21764,-118.606,01/31/2019
Vallarta Supermarket 1,Vallarta,Super Store,13051,Victory Blvd, ,North Hollywood,CA,91606,LOS ANGELES,34.18675,-118.4166,05/12/2006
Vallarta Supermarket 6,Vallarta,Super Store,16107,Victory Blvd, ,Van Nuys,CA,91406,LOS ANGELES,34.18665,-118.4843,11/21/2005
VALLARTA SUPERMARKET 14,Vallarta,Super Store,1801,W Avenue I, ,Lancaster,CA,93534,LOS ANGELES,34.7041,-118.1637,09/21/1999
Vallarta Supermarket 5,Vallarta,Supermarket,8453,Reseda Blvd, ,Northridge,CA,91324,LOS ANGELES,34.22437,-118.5361,06/11/2014
VALLARTA SUPERMARKET #10  ,Vallarta,Supermarket,619,S Atlantic Blvd, ,Los Angeles,CA,90022,LOS ANGELES,34.02428,-118.1562,01/10/2005
Vallarta Supermarket 18,Vallarta,Supermarket,10175,San Fernando Rd, ,Pacoima,CA,91331,LOS ANGELES,34.25525,-118.4107,08/31/2004
Vallarta Supermarket 8,Vallarta,Supermarket,9136,Sepulveda Blvd, ,North Hills,CA,91343,LOS ANGELES,34.2365,-118.4674,01/18/1996
Vallarta Supermarket 2,Vallarta,Supermarket,13715,Vanowen St, ,Van Nuys,CA,91405,LOS ANGELES,34.19397,-118.4319,06/11/2014
Vallarta Supermarket 24,Vallarta,Supermarket,19725,Vanowen St, ,Winnetka,CA,91306,LOS ANGELES,34.19385,-118.5633,02/15/2007
VALLARTA SUPERMARKET #1  ,Vallarta,Supermarket,13302,Victory Blvd, ,Van Nuys,CA,91401,LOS ANGELES,34.18663,-118.4226,07/27/1994
Vallarta Supermarket 25,Vallarta,Supermarket,3425,Whittier Blvd, ,Los Angeles,CA,90023,LOS ANGELES,34.02739,-118.2,06/21/2005
Vallarta Supermarket 26,Vallarta,Supermarket,9011,Woodman Ave, ,Arleta,CA,91331,LOS ANGELES,34.23349,-118.4391,04/25/2006
VALU PLUS FOOD WHSE  17,Valu_plus,Super Store,10721,Atlantic Ave, ,Lynwood,CA,90262,LOS ANGELES,33.93332,-118.1826,12/26/1996
VALU PLUS FOOD WHSE  22,Valu_plus,Super Store,6820,De Soto Ave, ,Canoga Park,CA,91303,LOS ANGELES,34.19428,-118.5883,09/23/1997
VALU PLUS #11  ,Valu_plus,Super Store,15202,Hawthorne Blvd, ,Lawndale,CA,90260,LOS ANGELES,33.89249,-118.3523,03/09/1992
Valu Plus 39,Valu_plus,Super Store,15055,Mulberry Dr, ,Whittier,CA,90604,LOS ANGELES,33.93529,-118.0109,08/22/2008
VALU MART FOOD WAREHOUSE  ,Valu_plus,Super Store,6340,Rosemead Blvd, ,Temple City,CA,91780,LOS ANGELES,34.11349,-118.0736,09/12/1996
VALU PLUS FOOD WAREHOUSE  19,Valu_plus,Super Store,315,San Fernando Mission Blvd, ,San Fernando,CA,91340,LOS ANGELES,34.28364,-118.4438,11/09/1995
VALU PLUS FOOD WAREHOUSE #4  ,Valu_plus,Super Store,120,W Anaheim St, ,Wilmington,CA,90744,LOS ANGELES,33.77989,-118.2632,01/01/1930
VALU PLUS #35 1905,Valu_plus,Supermarket,4700,Cherry Ave, ,Long Beach,CA,90807,LOS ANGELES,33.84453,-118.1674,01/01/1930
VONS 3519,Vons,Supermarket,4550,Atlantic Ave, ,Long Beach,CA,90807,LOS ANGELES,33.84164,-118.1847,06/15/1995
VONS 2108,Vons,Supermarket,1212,Beryl St, ,Redondo Beach,CA,90277,LOS ANGELES,33.85445,-118.381,01/01/1930
Vons 3325,Vons,Supermarket,26518,Bouquet Ln, ,Saugus,CA,91350,LOS ANGELES,34.42788,-118.5365,12/12/1998
VONS 2262,Vons,Supermarket,710,Broadway, ,Santa Monica,CA,90401,LOS ANGELES,34.01743,-118.4906,08/03/1995
VONS #2173 173,Vons,Supermarket,12565,Carson St, ,Hawaiian Gdns,CA,90716,LOS ANGELES,33.83172,-118.0642,08/13/1982
VONS 3517,Vons,Supermarket,24325,Crenshaw Blvd, ,Torrance,CA,90505,LOS ANGELES,33.80491,-118.328,03/06/1996
VONS 2652,Vons,Supermarket,2511,Daly St, ,Los Angeles,CA,90031,LOS ANGELES,34.07514,-118.2157,10/25/1988
VONS 1671,Vons,Supermarket,20440,Devonshire St, ,Chatsworth,CA,91311,LOS ANGELES,34.25723,-118.5789,12/19/1998
VONS 2007,Vons,Supermarket,431,E Arrow Hwy, ,Glendora,CA,91740,LOS ANGELES,34.1068,-117.8565,01/01/1930
VONS 2056,Vons,Supermarket,932,E Badillo St, ,Covina,CA,91724,LOS ANGELES,34.0861,-117.8716,01/01/1930
VONS 2155,Vons,Supermarket,550,E Baseline Rd, ,Claremont,CA,91711,LOS ANGELES,34.12159,-117.7062,01/01/1930
VONS 2861,Vons,Supermarket,600,E Broadway, ,Long Beach,CA,90802,LOS ANGELES,33.76927,-118.1846,10/28/1988
VONS 2224,Vons,Supermarket,845,E California Blvd, ,Pasadena,CA,91106,LOS ANGELES,34.13591,-118.1329,04/13/1993
VONS 2858,Vons,Supermarket,2355,E Colorado Blvd, ,Pasadena,CA,91107,LOS ANGELES,34.14614,-118.1018,06/21/1990
VONS #2095 95,Vons,Supermarket,620,E El Segundo Blvd, ,Los Angeles,CA,90059,LOS ANGELES,33.91638,-118.2646,01/01/1930
VONS 2059,Vons,Supermarket,133,E Foothill Blvd, ,Arcadia,CA,91006,LOS ANGELES,34.1511,-118.0274,01/01/1930
VONS 2502,Vons,Supermarket,500,E Manchester Blvd, ,Inglewood,CA,90301,LOS ANGELES,33.96101,-118.3477,05/18/1994
VONS 3208,Vons,Supermarket,745,E Naomi Ave, ,Arcadia,CA,91007,LOS ANGELES,34.12388,-118.0567,12/05/1986
VONS 2280,Vons,Supermarket,3900,E Ocean Blvd, ,Long Beach,CA,90803,LOS ANGELES,33.7601,-118.1473,10/25/1988
VONS 2008,Vons,Supermarket,2616,E Palmdale Blvd, ,Palmdale,CA,93550,LOS ANGELES,34.58014,-118.0821,08/16/1984
VONS 2203,Vons,Supermarket,5949,E Spring St, ,Long Beach,CA,90808,LOS ANGELES,33.81061,-118.1157,05/18/1988
VONS #2179 179,Vons,Supermarket,1421,E Valley Blvd, ,Alhambra,CA,91801,LOS ANGELES,34.07931,-118.1099,08/13/1982
VONS 3075,Vons,Supermarket,1129,Fair Oaks Ave, ,South Pasadena,CA,91030,LOS ANGELES,34.11285,-118.1504,01/01/1930
VONS 2228,Vons,Supermarket,1213,Fair Oaks Ave, ,South Pasadena,CA,91030,LOS ANGELES,34.1117,-118.1505,06/21/1990
VONS 2143,Vons,Supermarket,635,Foothill Blvd, ,La Canada,CA,91011,LOS ANGELES,34.20103,-118.1925,01/01/1930
VONS 2133,Vons,Supermarket,1475,Foothill Blvd, ,La Verne,CA,91750,LOS ANGELES,34.11705,-117.776,01/01/1930
Vons 2832,Vons,Supermarket,1600,Foothill Blvd, ,La Verne,CA,91750,LOS ANGELES,34.11587,-117.773,03/07/2008
VONS  1916,Vons,Supermarket,2340,Foothill Blvd, ,La Verne,CA,91750,LOS ANGELES,34.11173,-117.7608,07/26/2000
VONS  2598,Vons,Supermarket,3233,Foothill Blvd, ,La Crescenta,CA,91214,LOS ANGELES,34.23055,-118.2502,04/14/2003
VONS 2124,Vons,Supermarket,7789,Foothill Blvd, ,Tujunga,CA,91042,LOS ANGELES,34.25884,-118.3024,01/01/1930
VONS 2034,Vons,Supermarket,13730,Foothill Blvd, ,Sylmar,CA,91342,LOS ANGELES,34.30917,-118.4326,01/01/1930
VONS 2105,Vons,Supermarket,4365,Glencoe Ave, ,Marina del Rey,CA,90292,LOS ANGELES,33.98584,-118.4385,01/01/1930
VONS 2277,Vons,Supermarket,4001,Hardwick St, ,Lakewood,CA,90712,LOS ANGELES,33.8505,-118.1453,10/25/1988
Vons 2813,Vons,Supermarket,29211,Heathercliff Rd, ,Malibu,CA,90265,LOS ANGELES,34.02072,-118.8095,03/07/2008
VONS 1623,Vons,Supermarket,4001,Inglewood Ave, ,Redondo Beach,CA,90278,LOS ANGELES,33.89362,-118.3614,10/28/1988
VONS 2212,Vons,Supermarket,11030,Jefferson Blvd, ,Culver City,CA,90230,LOS ANGELES,33.99703,-118.3953,03/07/1990
VONS 2001,Vons,Supermarket,5671,Kanan Rd, ,Agoura Hills,CA,91301,LOS ANGELES,34.15333,-118.7575,02/26/1979
VONS 2027,Vons,Supermarket,15740,La Forge St, ,Whittier,CA,90603,LOS ANGELES,33.94105,-117.9941,01/01/1930
VONS 2020,Vons,Supermarket,6921,La Tijera Blvd, ,Los Angeles,CA,90045,LOS ANGELES,33.97568,-118.3737,01/01/1930
VONS  1674,Vons,Supermarket,4033,Laurel Canyon Blvd, ,Studio City,CA,91604,LOS ANGELES,34.14471,-118.3957,01/16/1999
VONS 2111,Vons,Supermarket,24160,Lyons Ave, ,Newhall,CA,91321,LOS ANGELES,34.37872,-118.5572,07/18/1985
VONS 2275,Vons,Supermarket,410,Manhattan Beach Blvd, ,Manhattan Beach,CA,90266,LOS ANGELES,33.88564,-118.4081,10/25/1988
VONS 1961,Vons,Supermarket,27095,McBean Pkwy, ,Santa Clarita,CA,91355,LOS ANGELES,34.42163,-118.5628,12/21/2001
VONS 2231,Vons,Supermarket,820,Montana Ave, ,Santa Monica,CA,90403,LOS ANGELES,34.02815,-118.5002,10/28/1988
VONS 2031,Vons,Supermarket,23381,Mulholland Dr, ,Woodland Hills,CA,91364,LOS ANGELES,34.15851,-118.636,01/01/1930
VONS 2139,Vons,Supermarket,1390,N Allen Ave, ,Pasadena,CA,91104,LOS ANGELES,34.17035,-118.113,01/01/1930
VONS 3263,Vons,Supermarket,1342,N Alvarado St, ,Los Angeles,CA,90026,LOS ANGELES,34.08043,-118.2617,10/25/1988
VONS 2264,Vons,Supermarket,655,N Fair Oaks Ave, ,Pasadena,CA,91103,LOS ANGELES,34.15752,-118.1506,05/19/1998
VONS 2655,Vons,Supermarket,7311,N Figueroa St, ,Los Angeles,CA,90041,LOS ANGELES,34.13633,-118.1883,10/25/1988
VONS 1707,Vons,Supermarket,561,N Glendale Ave, ,Glendale,CA,91206,LOS ANGELES,34.1548,-118.2429,01/01/1930
VONS 2167,Vons,Supermarket,350,N Lemon Ave, ,Walnut,CA,91789,LOS ANGELES,34.01957,-117.8654,01/12/1984
VONS 3083,Vons,Supermarket,301,N Pass Ave, ,Burbank,CA,91505,LOS ANGELES,34.15501,-118.3456,01/01/1930
VONS 2009,Vons,Supermarket,1011,N San Fernando Blvd, ,Burbank,CA,91504,LOS ANGELES,34.1875,-118.3179,01/01/1930
VONS #2085 85,Vons,Supermarket,820,N Western Ave, ,San Pedro,CA,90732,LOS ANGELES,33.75039,-118.3091,01/01/1930
VONS 2100,Vons,Supermarket,9860,National Blvd, ,Los Angeles,CA,90034,LOS ANGELES,34.03115,-118.4011,01/01/1930
VONS 2273,Vons,Supermarket,245,Palos Verdes Blvd, ,Redondo Beach,CA,90277,LOS ANGELES,33.81598,-118.3857,10/25/1988
VONS 2005,Vons,Supermarket,10001,Paramount Blvd, ,Downey,CA,90240,LOS ANGELES,33.95475,-118.1292,01/01/1930
VONS 2233,Vons,Supermarket,7,Peninsula Ctr, ,Rolling Hills Estates,CA,90274,LOS ANGELES,33.77526,-118.3757,10/25/1988
VONS 2110,Vons,Supermarket,715,Pier Ave, ,Hermosa Beach,CA,90254,LOS ANGELES,33.8649,-118.3941,05/14/1985
