Store_Name,Store_Chain,Store_Type,Street_Number,Street_Name,Additional Address,City,State,Zip_Code,County,Latitude,Longitude,Authorization_Date
VONS 2225,Vons,Supermarket,6534,Platt Ave, ,West Hills,CA,91307,LOS ANGELES,34.18967,-118.6426,10/25/1988
VONS 3017,Vons,Supermarket,3027,Rancho Vista Blvd, ,Palmdale,CA,93551,LOS ANGELES,34.60181,-118.1839,10/21/1991
VONS 2078,Vons,Supermarket,9119,Reseda Blvd, ,Northridge,CA,91324,LOS ANGELES,34.23615,-118.5361,01/01/1930
VONS 2270,Vons,Supermarket,4030,S Centinela Ave, ,Los Angeles,CA,90066,LOS ANGELES,33.99883,-118.4298,10/25/1988
VONS 2062,Vons,Supermarket,240,S Diamond Bar Blvd, ,Diamond Bar,CA,91765,LOS ANGELES,34.0212,-117.8101,01/01/1930
VONS 2268,Vons,Supermarket,1430,S Fairfax Ave, ,Los Angeles,CA,90019,LOS ANGELES,34.05082,-118.3667,10/25/1988
VONS 2283,Vons,Supermarket,1221,S Gaffey St, ,San Pedro,CA,90731,LOS ANGELES,33.73287,-118.2924,10/28/1988
VONS 2123,Vons,Supermarket,777,S Glendora Ave, ,West Covina,CA,91790,LOS ANGELES,34.06198,-117.9315,01/01/1930
VONS 3086,Vons,Supermarket,2122,S Hacienda Blvd, ,Hacienda Heights,CA,91745,LOS ANGELES,33.99533,-117.9682,01/01/1930
VONS 2077,Vons,Supermarket,3118,S Sepulveda Blvd, ,Los Angeles,CA,90034,LOS ANGELES,34.0262,-118.4277,01/01/1930
VONS 2250,Vons,Supermarket,16830,San Fernando Mission Blvd, ,Granada Hills,CA,91344,LOS ANGELES,34.272,-118.4985,08/28/1996
VONS 2739,Vons,Supermarket,8969,Santa Monica Blvd, ,West Hollywood,CA,90069,LOS ANGELES,34.0834,-118.3864,10/25/1988
VONS 2267,Vons,Supermarket,11674,Santa Monica Blvd, ,Los Angeles,CA,90025,LOS ANGELES,34.0439,-118.4556,10/25/1988
VONS 3161,Vons,Supermarket,10321,Sepulveda Blvd, ,Mission Hills,CA,91345,LOS ANGELES,34.25816,-118.4675,01/01/1930
VONS #2022 22,Vons,Supermarket,18135,Sherman Way, ,Reseda,CA,91335,LOS ANGELES,34.20122,-118.5288,01/01/1930
VONS 3280,Vons,Supermarket,240,Sumner Ave, ,Avalon,CA,90704,LOS ANGELES,33.34245,-118.3273,10/25/1988
VONS 2030,Vons,Supermarket,25850,The Old Rd,,Stevenson Ranch,CA,91381,LOS ANGELES,34.39095,-118.5723,10/29/1997
VONS  1673,Vons,Supermarket,8201,Topanga Canyon Blvd, ,Canoga Park,CA,91304,LOS ANGELES,34.21761,-118.6061,01/16/1999
VONS 2232,Vons,Supermarket,4705,Torrance Blvd, ,Torrance,CA,90503,LOS ANGELES,33.8376,-118.3635,10/25/1988
VONS 2037,Vons,Supermarket,12721,Valley View Ave, ,La Mirada,CA,90638,LOS ANGELES,33.91617,-118.0294,01/01/1930
VONS 2226,Vons,Supermarket,14845,Ventura Blvd, ,Sherman Oaks,CA,91403,LOS ANGELES,34.15229,-118.4567,10/25/1988
VONS 2066,Vons,Supermarket,18439,Ventura Blvd, ,Tarzana,CA,91356,LOS ANGELES,34.16827,-118.5347,01/01/1930
VONS 2122,Vons,Supermarket,21821,Ventura Blvd, ,Woodland Hills,CA,91364,LOS ANGELES,34.16848,-118.6025,01/01/1930
VON'S 2288,Vons,Supermarket,2039,Verdugo Blvd, ,Montrose,CA,91020,LOS ANGELES,34.20477,-118.2217,10/28/1988
VONS 2125,Vons,Supermarket,1160,Via Verde, ,San Dimas,CA,91773,LOS ANGELES,34.07324,-117.8298,02/22/1996
VONS 2039,Vons,Supermarket,19333,Victory Blvd, ,Tarzana,CA,91335,LOS ANGELES,34.1866,-118.5544,01/01/1930
VONS 2229,Vons,Supermarket,727,Vine St, ,Los Angeles,CA,90038,LOS ANGELES,34.08432,-118.3267,10/25/1988
VONS 2162,Vons,Supermarket,1440,W 25th St, ,San Pedro,CA,90732,LOS ANGELES,33.72176,-118.3107,01/01/1930
VONS 2261,Vons,Supermarket,3461,W 3rd St, ,Los Angeles,CA,90020,LOS ANGELES,34.06911,-118.2908,10/25/1988
VONS  4021,Vons,Supermarket,6571,W 80th St, ,Los Angeles,CA,90045,LOS ANGELES,33.96902,-118.4056,01/01/1930
VONS 2214,Vons,Supermarket,1110,W Alameda Ave, ,Burbank,CA,91506,LOS ANGELES,34.1629,-118.314,03/18/1992
VONS 2157,Vons,Supermarket,2058,W Avenue J, ,Lancaster,CA,93536,LOS ANGELES,34.6894,-118.168,01/01/1930
VONS 2029,Vons,Supermarket,4033,W Avenue L, ,Lancaster,CA,93536,LOS ANGELES,34.66023,-118.2026,06/05/1991
VONS 3258,Vons,Supermarket,804,W Beverly Blvd, ,Montebello,CA,90640,LOS ANGELES,34.01724,-118.106,10/25/1988
VONS 2152,Vons,Supermarket,155,W California Blvd, ,Pasadena,CA,91105,LOS ANGELES,34.13581,-118.1533,01/01/1930
VONS 2200,Vons,Supermarket,130,W Foothill Blvd, ,Monrovia,CA,91016,LOS ANGELES,34.15129,-118.0022,04/02/1986
VONS 2169,Vons,Supermarket,435,W Foothill Blvd, ,Glendora,CA,91741,LOS ANGELES,34.13606,-117.8719,01/01/1930
VONS 4269,Vons,Supermarket,2616,W Imperial Hwy, ,Inglewood,CA,90303,LOS ANGELES,33.93085,-118.3223,10/25/1988
VONS 2254,Vons,Supermarket,311,W Los Feliz Rd, ,Glendale,CA,91204,LOS ANGELES,34.12867,-118.2581,10/28/1988
VONS 3237,Vons,Supermarket,9467,W Olympic Blvd, ,Beverly Hills,CA,90212,LOS ANGELES,34.05971,-118.3993,10/28/1988
VONS 1625,Vons,Supermarket,1260,W Redondo Beach Blvd, ,Gardena,CA,90247,LOS ANGELES,33.89202,-118.2982,01/01/1930
VONS 3138,Vons,Supermarket,16550,W Soledad Canyon Rd, ,Santa Clarita,CA,91387,LOS ANGELES,34.42672,-118.4255,01/01/1930
VONS 2665,Vons,Supermarket,4520,W Sunset Blvd, ,Los Angeles,CA,90027,LOS ANGELES,34.09812,-118.288,10/25/1988
VONS 2266,Vons,Supermarket,17380,W Sunset Blvd, ,Pacific Palisades,CA,90272,LOS ANGELES,34.03949,-118.5547,10/25/1988
Vons 2720,Vons,Supermarket,19800,W Ventura Blvd, ,Woodland Hills,CA,91364,LOS ANGELES,34.17237,-118.5643,06/09/2011
VONS 2249,Vons,Supermarket,1820,W Verdugo Ave, ,Burbank,CA,91506,LOS ANGELES,34.16735,-118.3247,10/28/1988
VONS 2002,Vons,Supermarket,1311,Wilshire Blvd, ,Santa Monica,CA,90403,LOS ANGELES,34.02646,-118.4894,01/01/1930
VONS 2213,Vons,Supermarket,11750,Wilshire Blvd, ,Los Angeles,CA,90025,LOS ANGELES,34.04863,-118.4618,01/17/1990
VONS #2023 23,Vons,Supermarket,9011,Woodman Ave, ,Arleta,CA,91331,LOS ANGELES,34.23349,-118.4391,01/01/1930
VONS  1638,Vons,Supermarket,4226,Woodruff Ave, ,Lakewood,CA,90713,LOS ANGELES,33.83512,-118.1165,01/11/2001
VONS 2209,Vons,Supermarket,5500,Woodruff Ave,,Lakewood,CA,90713,LOS ANGELES,33.85668,-118.117,09/18/1987
VONS 3076,Vons,Supermarket,1820,Ximeno Ave, ,Long Beach,CA,90815,LOS ANGELES,33.79122,-118.1388,01/01/1930
Walmart SuperCenter 1660,Walmart,Super Store,40130,10th St W, ,Palmdale,CA,93551,LOS ANGELES,34.61159,-118.1477,10/05/2001
Walmart SuperCenter 2950,Walmart,Super Store,37140,47th St E, ,Palmdale,CA,93552,LOS ANGELES,34.55687,-118.0453,01/11/2002
Walmart Supercenter 4132,Walmart,Super Store,9001,Apollo Way, ,Downey,CA,90242,LOS ANGELES,33.92305,-118.1285,02/29/2016
Walmart SuperCenter 1941,Walmart,Super Store,1950,Auto Centre Dr, ,Glendora,CA,91740,LOS ANGELES,34.11747,-117.8265,09/06/2001
Walmart Neighborhood Market 5602,Walmart,Super Store,20226,Avalon Blvd, ,Carson,CA,90746,LOS ANGELES,33.84808,-118.2647,06/04/2014
Walmart SuperCenter 3522,Walmart,Super Store,3250,Big Dalton Ave, ,Baldwin Park,CA,91706,LOS ANGELES,34.07173,-117.9646,04/28/2004
Walmart SuperCenter 3523,Walmart,Super Store,26471,Carl Boyer Dr, ,Santa Clarita,CA,91350,LOS ANGELES,34.4152,-118.5052,12/01/2005
Walmart 3477,Walmart,Super Store,7250,Carson Blvd,,Long Beach,CA,90808,LOS ANGELES,33.8313,-118.0887,09/20/2002
Walmart SuperCenter 2609,Walmart,Super Store,2770,Carson St, ,Lakewood,CA,90712,LOS ANGELES,33.83233,-118.1582,09/25/2001
Walmart Neighborhood Market 4173,Walmart,Super Store,12120,Carson St, ,Hawaiian Gardens,CA,90716,LOS ANGELES,33.83139,-118.0735,07/12/2013
Walmart Store 2949,Walmart,Super Store,151,E 5th St, ,Long Beach,CA,90802,LOS ANGELES,33.77285,-118.191,09/25/2002
Walmart Neighborhood Market 3132,Walmart,Super Store,778,E Arrow Hwy, ,Pomona,CA,91767,LOS ANGELES,34.08997,-117.7377,11/19/2014
Walmart SuperCenter 2951,Walmart,Super Store,1731,E Avenue J, ,Lancaster,CA,93535,LOS ANGELES,34.68966,-118.0984,01/14/2002
Walmart SuperCenter 5954,Walmart,Super Store,2753,E Eastland Center Dr, ,West Covina,CA,91791,LOS ANGELES,34.07287,-117.8865,09/27/2012
Walmart Supercenter 4101,Walmart,Super Store,3705,E South St, ,Long Beach,CA,90805,LOS ANGELES,33.86026,-118.1489,04/01/2015
Walmart Neighborhood Market 5688,Walmart,Super Store,6820,Eastern Ave, ,Bell Gardens,CA,90201,LOS ANGELES,33.97123,-118.1641,08/23/2012
Walmart Store 5152,Walmart,Super Store,6433,Fallbrook Ave, ,West Hills,CA,91307,LOS ANGELES,34.18745,-118.6234,12/22/2003
Walmart SUPER CENTER 3180,Walmart,Super Store,4651,Firestone Blvd, ,South Gate,CA,90280,LOS ANGELES,33.95239,-118.1877,02/06/2014
Walmart SuperCenter 2251,Walmart,Super Store,17150,Gale Ave, ,City of Industry,CA,91745,LOS ANGELES,34.00025,-117.9321,09/06/2001
Walmart Neighborhood Market 2226,Walmart,Super Store,19340,Hawthorne Blvd, ,Torrance,CA,90503,LOS ANGELES,33.85551,-118.3536,06/07/2013
Walmart Store 5874,Walmart,Super Store,22015,Hawthorne Blvd, ,Torrance,CA,90503,LOS ANGELES,33.82727,-118.3521,07/16/2012
Walmart SuperCenter 5164,Walmart,Super Store,11729,Imperial Hwy, ,Norwalk,CA,90650,LOS ANGELES,33.91716,-118.083,01/12/2004
Walmart Neighborhood Market 5604,Walmart,Super Store,14441,Inglewood Ave, ,Hawthorne,CA,90250,LOS ANGELES,33.90038,-118.3613,06/11/2013
Walmart 5162,Walmart,Super Store,27931,Kelly Johnson Pkwy, ,Santa Clarita,CA,91355,LOS ANGELES,34.44502,-118.5756,12/30/2004
Walmart SuperCenter 2110,Walmart,Super Store,14501,Lakewood Blvd, ,Paramount,CA,90723,LOS ANGELES,33.90198,-118.143,09/20/2001
Walmart Neighborhood Market 5642,Walmart,Super Store,2408,Lincoln Ave, ,Altadena,CA,91001,LOS ANGELES,34.18688,-118.1597,01/22/2013
Walmart Store 2401,Walmart,Super Store,1600,Mountain Ave, ,Duarte,CA,91010,LOS ANGELES,34.13401,-117.9863,09/25/2001
Walmart SuperCenter 2292,Walmart,Super Store,1275,N Azusa Ave, ,Covina,CA,91722,LOS ANGELES,34.10424,-117.9078,09/24/2001
Walmart Neighborhood Market 3133,Walmart,Super Store,1425,N Hacienda Blvd, ,La Puente,CA,91744,LOS ANGELES,34.04655,-117.9484,08/13/2013
Walmart Supercenter 5807,Walmart,Super Store,2100,N Long Beach Blvd, ,Compton,CA,90221,LOS ANGELES,33.91023,-118.2089,12/01/2016
Walmart Supercenter 5686,Walmart,Super Store,1301,N Victory Pl, ,Burbank,CA,91502,LOS ANGELES,34.1893,-118.3254,03/30/2016
Walmart Neighborhood Market 5605,Walmart,Super Store,14530,Nordhoff St, ,Panorama City,CA,91402,LOS ANGELES,34.23534,-118.4486,08/06/2012
Walmart SuperCenter 5072,Walmart,Super Store,19503,Normandie Ave, ,Torrance,CA,90501,LOS ANGELES,33.83096,-118.2996,05/05/2005
Walmart Neighborhood Market 5603,Walmart,Super Store,12270,Paramount Blvd, ,Downey,CA,90242,LOS ANGELES,33.9286,-118.1484,10/04/2012
Walmart Neighborhood Market 5689,Walmart,Super Store,3875,RANCHO VISTA BLVD, ,Palmdale,CA,93551,LOS ANGELES,34.61333,-118.2008,01/22/2015
Walmart Store 2526,Walmart,Super Store,19821,Rinaldi St, ,Porter Ranch,CA,91326,LOS ANGELES,34.27505,-118.5664,09/26/2001
Walmart SuperCenter 2288,Walmart,Super Store,80,Rio Rancho Rd, ,Pomona,CA,91766,LOS ANGELES,34.02771,-117.7616,09/24/2001
Walmart Store 2960,Walmart,Super Store,4101,S CRENSHAW BLVD, ,BALDWIN HILLS,CA,90008,LOS ANGELES,34.01047,-118.3352,12/18/2002
Walmart Neighborhood Market 4762,Walmart,Super Store,1180,S Diamond Bar Blvd, ,Diamond Bar,CA,91765,LOS ANGELES,34.0014,-117.8108,05/22/2015
WAL-MART  5072,Walmart,Super Store,19503,S NORMANDIE AVE, ,LOS ANGELES,CA,90501,LOS ANGELES,33.83096,-118.2996,04/08/2005
Walmart Store 2948,Walmart,Super Store,13310,Telegraph Rd, ,Santa Fe Springs,CA,90670,LOS ANGELES,33.94178,-118.0497,08/15/2002
Walmart Neighborhood Market 5661,Walmart,Super Store,14865,Telegraph Rd, ,La Mirada,CA,90638,LOS ANGELES,33.91824,-118.014,10/29/2013
Walmart Store 2297,Walmart,Super Store,25450,The Old Rd, ,Stevenson Ranch,CA,91381,LOS ANGELES,34.38277,-118.5711,09/24/2001
Walmart Super Center 2082,Walmart,Super Store,12701,Towne Center Dr, ,Cerritos,CA,90703,LOS ANGELES,33.87033,-118.0614,09/26/2001
Walmart SuperCenter 1563,Walmart,Super Store,44665,Valley Central Way, ,Lancaster,CA,93536,LOS ANGELES,34.69449,-118.1716,09/05/2001
Walmart SuperCenter 2568,Walmart,Super Store,8333,Van Nuys Blvd, ,Panorama City,CA,91402,LOS ANGELES,34.22197,-118.4488,02/29/2000
Walmart Neighborhood Market 3086,Walmart,Super Store,701,W Cesar E Chavez Ave, ,Los Angeles,CA,90012,LOS ANGELES,34.0607,-118.2439,11/13/2012
Walmart SuperCenter 5154,Walmart,Super Store,1827,Walnut Grove Ave, ,Rosemead,CA,91770,LOS ANGELES,34.04932,-118.0819,07/13/2006
Walmart SuperCenter 2886,Walmart,Super Store,8500,Washington Blvd, ,Pico Rivera,CA,90660,LOS ANGELES,33.9867,-118.1038,08/16/2002
Whole Foods Market 10441,Whole_Foods,Super Store,23401,Civic Center Way, ,Malibu,CA,90265,LOS ANGELES,34.03685,-118.6857,05/14/2019
365 by Whole Foods Market 10653,Whole_Foods,Super Store,2121,Cloverfield Blvd, ,Santa Monica,CA,90404,LOS ANGELES,34.02202,-118.4662,07/28/2017
Whole Foods Market 10108,Whole_Foods,Super Store,3751,E Foothill Blvd, ,Pasadena,CA,91107,LOS ANGELES,34.15031,-118.072,03/07/2000
Whole Foods Market 10701,Whole_Foods,Super Store,6400,E Pacific Coast Hwy, ,Long Beach,CA,90803,LOS ANGELES,33.75639,-118.1097,09/22/2019
Whole Foods Market 10442,Whole_Foods,Super Store,6550,E Pacific Coast Hwy, ,Long Beach,CA,90803,LOS ANGELES,33.75402,-118.1075,03/22/2002
Whole Foods Market 10176,Whole_Foods,Super Store,1050,Gayley Ave, ,Los Angeles,CA,90024,LOS ANGELES,34.0617,-118.4477,10/10/2003
365 by Whole Foods Market 10658,Whole_Foods,Super Store,2520,Glendale Blvd, ,Los Angeles,CA,90039,LOS ANGELES,34.10309,-118.2592,05/11/2016
Whole Foods Market 10333,Whole_Foods,Super Store,225,Lincoln Blvd, ,Venice,CA,90291,LOS ANGELES,34.00156,-118.4684,07/17/2008
Whole Foods Market 10398,Whole_Foods,Super Store,1425,Montana Ave, ,Santa Monica,CA,90403,LOS ANGELES,34.03263,-118.4947,02/13/1996
Whole Foods Market 10022,Whole_Foods,Super Store,239,N Crescent Dr, ,Beverly Hills,CA,90210,LOS ANGELES,34.06905,-118.3978,01/13/1988
Whole Foods Market 10179,Whole_Foods,Super Store,331,N Glendale Ave, ,Glendale,CA,91206,LOS ANGELES,34.15093,-118.2454,08/10/2004
Whole Food Market Long Beach Lakewood 10688,Whole_Foods,Super Store,3881,N Lakewood Blvd, ,Long Beach,CA,90808,LOS ANGELES,33.82996,-118.1427,03/28/2018
Whole Foods Market 10024,Whole_Foods,Super Store,405,N Pacific Coast Hwy, ,Redondo Beach,CA,90277,LOS ANGELES,33.8472,-118.388,11/21/1991
Whole Foods Market 10045,Whole_Foods,Super Store,11666,National Blvd, ,Los Angeles,CA,90064,LOS ANGELES,34.02274,-118.4384,12/30/1997
Whole Foods Market 10105,Whole_Foods,Super Store,2655,Pacific Coast Hwy, ,Torrance,CA,90505,LOS ANGELES,33.79152,-118.3323,03/07/2000
Whole Foods Market 10175,Whole_Foods,Super Store,19340,Rinaldi St, ,Northridge,CA,91326,LOS ANGELES,34.27482,-118.5556,05/17/2002
Whole Foods Market 10695,Whole_Foods,Super Store,20209,Rinaldi St., ,Porter Ranch,CA,91326,LOS ANGELES,34.27493,-118.5549,04/10/2019
Whole Foods Market 10020,Whole_Foods,Super Store,12905,Riverside Dr, ,Sherman Oaks,CA,91423,LOS ANGELES,34.15768,-118.414,12/23/1983
Whole Foods Market 10237,Whole_Foods,Super Store,465,S Arroyo Pkwy, ,Pasadena,CA,91105,LOS ANGELES,34.13759,-118.1475,10/18/2007
Whole Foods Market 10546,Whole_Foods,Super Store,788,S Grand Ave, ,Los Angeles,CA,90017,LOS ANGELES,34.04599,-118.2578,10/20/2015
Whole Foods Market 10225,Whole_Foods,Super Store,760,S Sepulveda Blvd, ,El Segundo,CA,90245,LOS ANGELES,33.90554,-118.396,04/05/2007
Whole Foods Market 10074,Whole_Foods,Super Store,11737,San Vicente Blvd, ,Los Angeles,CA,90049,LOS ANGELES,34.05341,-118.4674,11/03/2003
Whole Foods Market 10109,Whole_Foods,Super Store,7871,Santa Monica Blvd, ,West Hollywood,CA,90046,LOS ANGELES,34.0909,-118.3609,10/10/2000
Whole Foods Market 10038,Whole_Foods,Super Store,4520,Sepulveda Blvd, ,Sherman Oaks,CA,91403,LOS ANGELES,34.1522,-118.4667,07/09/1996
Whole Foods Market 10178,Whole_Foods,Super Store,24130,Valencia Blvd, ,Santa Clarita,CA,91355,LOS ANGELES,34.41298,-118.5564,08/11/2004
Whole Foods Market 10671,Whole_Foods,Super Store,14311,Ventura Blvd, ,Sherman Oaks,CA,91423,LOS ANGELES,34.15071,-118.4448,10/13/2020
Whole Foods Market 10282,Whole_Foods,Super Store,18700,Ventura Blvd, ,Tarzana,CA,91356,LOS ANGELES,34.17064,-118.5408,05/18/2010
Whole Foods Market 10099,Whole_Foods,Super Store,21347,Ventura Blvd, ,Woodland Hills,CA,91364,LOS ANGELES,34.16784,-118.5972,03/07/2000
Whole Foods Market 10177,Whole_Foods,Super Store,6350,W 3rd St, ,Los Angeles,CA,90036,LOS ANGELES,34.07133,-118.3603,11/19/2002
Whole Foods Market 10536,Whole_Foods,Super Store,12746,W Jefferson Blvd, ,Playa Vista,CA,90094,LOS ANGELES,33.97406,-118.4257,05/27/2015
Whole Foods Market 10545,Whole_Foods,Super Store,3401,W Olive Ave, ,Burbank,CA,91505,LOS ANGELES,34.15423,-118.3369,05/24/2018
Whole Foods Market 10383,Whole_Foods,Super Store,500,Wilshire Blvd, ,Santa Monica,CA,90401,LOS ANGELES,34.01985,-118.4973,09/10/1998
Whole Foods Market 10173,Whole_Foods,Super Store,2201,Wilshire Blvd, ,Santa Monica,CA,90403,LOS ANGELES,34.03286,-118.4814,10/10/2003
