Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004
"06037181600","14000US06037181600","Census Tract 1816","Census Tract 1816, Los Angeles County, California","ca","140","00","ACSSF","0004228",,,,,"06","037",,,,"181600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,293,760,1097
"06037183101","14000US06037183101","Census Tract 1831.01","Census Tract 1831.01, Los Angeles County, California","ca","140","00","ACSSF","0004229",,,,,"06","037",,,,"183101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,397,1076,1017
"06037183103","14000US06037183103","Census Tract 1831.03","Census Tract 1831.03, Los Angeles County, California","ca","140","00","ACSSF","0004230",,,,,"06","037",,,,"183103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008,659,1591,758
"06037183104","14000US06037183104","Census Tract 1831.04","Census Tract 1831.04, Los Angeles County, California","ca","140","00","ACSSF","0004231",,,,,"06","037",,,,"183104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,307,767,633
"06037183220","14000US06037183220","Census Tract 1832.20","Census Tract 1832.20, Los Angeles County, California","ca","140","00","ACSSF","0004232",,,,,"06","037",,,,"183220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063,822,1632,609
"06037183221","14000US06037183221","Census Tract 1832.21","Census Tract 1832.21, Los Angeles County, California","ca","140","00","ACSSF","0004233",,,,,"06","037",,,,"183221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485,507,1178,800
"06037183222","14000US06037183222","Census Tract 1832.22","Census Tract 1832.22, Los Angeles County, California","ca","140","00","ACSSF","0004234",,,,,"06","037",,,,"183222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,364,1028,1343
"06037183300","14000US06037183300","Census Tract 1833","Census Tract 1833, Los Angeles County, California","ca","140","00","ACSSF","0004235",,,,,"06","037",,,,"183300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,545,1372,768
"06037183401","14000US06037183401","Census Tract 1834.01","Census Tract 1834.01, Los Angeles County, California","ca","140","00","ACSSF","0004236",,,,,"06","037",,,,"183401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,444,727,638
"06037183402","14000US06037183402","Census Tract 1834.02","Census Tract 1834.02, Los Angeles County, California","ca","140","00","ACSSF","0004237",,,,,"06","037",,,,"183402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927,348,898,681
"06037183510","14000US06037183510","Census Tract 1835.10","Census Tract 1835.10, Los Angeles County, California","ca","140","00","ACSSF","0004238",,,,,"06","037",,,,"183510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,491,966,469
"06037183520","14000US06037183520","Census Tract 1835.20","Census Tract 1835.20, Los Angeles County, California","ca","140","00","ACSSF","0004239",,,,,"06","037",,,,"183520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423,850,1062,511
"06037183610","14000US06037183610","Census Tract 1836.10","Census Tract 1836.10, Los Angeles County, California","ca","140","00","ACSSF","0004240",,,,,"06","037",,,,"183610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,743,910,578
"06037183620","14000US06037183620","Census Tract 1836.20","Census Tract 1836.20, Los Angeles County, California","ca","140","00","ACSSF","0004241",,,,,"06","037",,,,"183620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089,543,1016,530
"06037183701","14000US06037183701","Census Tract 1837.01","Census Tract 1837.01, Los Angeles County, California","ca","140","00","ACSSF","0004242",,,,,"06","037",,,,"183701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,719,1148,957
"06037183702","14000US06037183702","Census Tract 1837.02","Census Tract 1837.02, Los Angeles County, California","ca","140","00","ACSSF","0004243",,,,,"06","037",,,,"183702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,280,922,806
"06037183810","14000US06037183810","Census Tract 1838.10","Census Tract 1838.10, Los Angeles County, California","ca","140","00","ACSSF","0004244",,,,,"06","037",,,,"183810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793,906,1093,794
"06037183820","14000US06037183820","Census Tract 1838.20","Census Tract 1838.20, Los Angeles County, California","ca","140","00","ACSSF","0004245",,,,,"06","037",,,,"183820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288,685,1220,383
"06037185100","14000US06037185100","Census Tract 1851","Census Tract 1851, Los Angeles County, California","ca","140","00","ACSSF","0004246",,,,,"06","037",,,,"185100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979,884,1939,2156
"06037185202","14000US06037185202","Census Tract 1852.02","Census Tract 1852.02, Los Angeles County, California","ca","140","00","ACSSF","0004247",,,,,"06","037",,,,"185202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,467,1031,1227
"06037185203","14000US06037185203","Census Tract 1852.03","Census Tract 1852.03, Los Angeles County, California","ca","140","00","ACSSF","0004248",,,,,"06","037",,,,"185203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,925,922,581
"06037185204","14000US06037185204","Census Tract 1852.04","Census Tract 1852.04, Los Angeles County, California","ca","140","00","ACSSF","0004249",,,,,"06","037",,,,"185204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,180,519,835
"06037185310","14000US06037185310","Census Tract 1853.10","Census Tract 1853.10, Los Angeles County, California","ca","140","00","ACSSF","0004250",,,,,"06","037",,,,"185310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,827,887,366
"06037185320","14000US06037185320","Census Tract 1853.20","Census Tract 1853.20, Los Angeles County, California","ca","140","00","ACSSF","0004251",,,,,"06","037",,,,"185320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,898,762,325
"06037186100","14000US06037186100","Census Tract 1861","Census Tract 1861, Los Angeles County, California","ca","140","00","ACSSF","0004252",,,,,"06","037",,,,"186100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,356,1568,1799
"06037186201","14000US06037186201","Census Tract 1862.01","Census Tract 1862.01, Los Angeles County, California","ca","140","00","ACSSF","0004253",,,,,"06","037",,,,"186201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,439,1153,748
"06037186202","14000US06037186202","Census Tract 1862.02","Census Tract 1862.02, Los Angeles County, California","ca","140","00","ACSSF","0004254",,,,,"06","037",,,,"186202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,104,580,667
"06037186203","14000US06037186203","Census Tract 1862.03","Census Tract 1862.03, Los Angeles County, California","ca","140","00","ACSSF","0004255",,,,,"06","037",,,,"186203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,252,929,1371
"06037186301","14000US06037186301","Census Tract 1863.01","Census Tract 1863.01, Los Angeles County, California","ca","140","00","ACSSF","0004256",,,,,"06","037",,,,"186301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,582,784,605
"06037186302","14000US06037186302","Census Tract 1863.02","Census Tract 1863.02, Los Angeles County, California","ca","140","00","ACSSF","0004257",,,,,"06","037",,,,"186302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867,674,1803,1390
"06037186401","14000US06037186401","Census Tract 1864.01","Census Tract 1864.01, Los Angeles County, California","ca","140","00","ACSSF","0004258",,,,,"06","037",,,,"186401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,769,954,417
"06037186403","14000US06037186403","Census Tract 1864.03","Census Tract 1864.03, Los Angeles County, California","ca","140","00","ACSSF","0004259",,,,,"06","037",,,,"186403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,576,819,531
"06037186404","14000US06037186404","Census Tract 1864.04","Census Tract 1864.04, Los Angeles County, California","ca","140","00","ACSSF","0004260",,,,,"06","037",,,,"186404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,410,906,411
"06037187101","14000US06037187101","Census Tract 1871.01","Census Tract 1871.01, Los Angeles County, California","ca","140","00","ACSSF","0004261",,,,,"06","037",,,,"187101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,510,1121,1104
"06037187102","14000US06037187102","Census Tract 1871.02","Census Tract 1871.02, Los Angeles County, California","ca","140","00","ACSSF","0004262",,,,,"06","037",,,,"187102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842,610,1153,1079
"06037187200","14000US06037187200","Census Tract 1872","Census Tract 1872, Los Angeles County, California","ca","140","00","ACSSF","0004263",,,,,"06","037",,,,"187200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,595,965,566
"06037187300","14000US06037187300","Census Tract 1873","Census Tract 1873, Los Angeles County, California","ca","140","00","ACSSF","0004264",,,,,"06","037",,,,"187300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831,112,927,1792
"06037188100","14000US06037188100","Census Tract 1881","Census Tract 1881, Los Angeles County, California","ca","140","00","ACSSF","0004265",,,,,"06","037",,,,"188100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,561,1267,1206
"06037188201","14000US06037188201","Census Tract 1882.01","Census Tract 1882.01, Los Angeles County, California","ca","140","00","ACSSF","0004266",,,,,"06","037",,,,"188201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,63,814,1966
"06037188202","14000US06037188202","Census Tract 1882.02","Census Tract 1882.02, Los Angeles County, California","ca","140","00","ACSSF","0004267",,,,,"06","037",,,,"188202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,50,563,1411
"06037188300","14000US06037188300","Census Tract 1883","Census Tract 1883, Los Angeles County, California","ca","140","00","ACSSF","0004268",,,,,"06","037",,,,"188300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3023,335,1206,1482
"06037189101","14000US06037189101","Census Tract 1891.01","Census Tract 1891.01, Los Angeles County, California","ca","140","00","ACSSF","0004269",,,,,"06","037",,,,"189101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,97,582,1462
"06037189102","14000US06037189102","Census Tract 1891.02","Census Tract 1891.02, Los Angeles County, California","ca","140","00","ACSSF","0004270",,,,,"06","037",,,,"189102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,62,817,1942
"06037189201","14000US06037189201","Census Tract 1892.01","Census Tract 1892.01, Los Angeles County, California","ca","140","00","ACSSF","0004271",,,,,"06","037",,,,"189201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,266,885,1599
"06037189202","14000US06037189202","Census Tract 1892.02","Census Tract 1892.02, Los Angeles County, California","ca","140","00","ACSSF","0004272",,,,,"06","037",,,,"189202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,72,462,1468
"06037189300","14000US06037189300","Census Tract 1893","Census Tract 1893, Los Angeles County, California","ca","140","00","ACSSF","0004273",,,,,"06","037",,,,"189300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423,120,594,1709
"06037189400","14000US06037189400","Census Tract 1894","Census Tract 1894, Los Angeles County, California","ca","140","00","ACSSF","0004274",,,,,"06","037",,,,"189400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,24,702,1887
"06037189500","14000US06037189500","Census Tract 1895","Census Tract 1895, Los Angeles County, California","ca","140","00","ACSSF","0004275",,,,,"06","037",,,,"189500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791,206,1223,2362
"06037189600","14000US06037189600","Census Tract 1896","Census Tract 1896, Los Angeles County, California","ca","140","00","ACSSF","0004276",,,,,"06","037",,,,"189600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373,200,1023,2150
"06037189701","14000US06037189701","Census Tract 1897.01","Census Tract 1897.01, Los Angeles County, California","ca","140","00","ACSSF","0004277",,,,,"06","037",,,,"189701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,124,669,1782
"06037189702","14000US06037189702","Census Tract 1897.02","Census Tract 1897.02, Los Angeles County, California","ca","140","00","ACSSF","0004278",,,,,"06","037",,,,"189702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,49,721,1194
"06037189800","14000US06037189800","Census Tract 1898","Census Tract 1898, Los Angeles County, California","ca","140","00","ACSSF","0004279",,,,,"06","037",,,,"189800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335,0,1411,1924
"06037189902","14000US06037189902","Census Tract 1899.02","Census Tract 1899.02, Los Angeles County, California","ca","140","00","ACSSF","0004280",,,,,"06","037",,,,"189902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688,205,1444,3039
"06037189903","14000US06037189903","Census Tract 1899.03","Census Tract 1899.03, Los Angeles County, California","ca","140","00","ACSSF","0004281",,,,,"06","037",,,,"189903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,88,671,1166
"06037189904","14000US06037189904","Census Tract 1899.04","Census Tract 1899.04, Los Angeles County, California","ca","140","00","ACSSF","0004282",,,,,"06","037",,,,"189904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,85,714,1249
"06037189905","14000US06037189905","Census Tract 1899.05","Census Tract 1899.05, Los Angeles County, California","ca","140","00","ACSSF","0004283",,,,,"06","037",,,,"189905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,53,601,1546
"06037190100","14000US06037190100","Census Tract 1901","Census Tract 1901, Los Angeles County, California","ca","140","00","ACSSF","0004284",,,,,"06","037",,,,"190100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,216,1424,2083
"06037190201","14000US06037190201","Census Tract 1902.01","Census Tract 1902.01, Los Angeles County, California","ca","140","00","ACSSF","0004285",,,,,"06","037",,,,"190201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,176,835,725
"06037190202","14000US06037190202","Census Tract 1902.02","Census Tract 1902.02, Los Angeles County, California","ca","140","00","ACSSF","0004286",,,,,"06","037",,,,"190202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872,162,1091,1619
"06037190301","14000US06037190301","Census Tract 1903.01","Census Tract 1903.01, Los Angeles County, California","ca","140","00","ACSSF","0004287",,,,,"06","037",,,,"190301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,615,2262,2170
"06037190401","14000US06037190401","Census Tract 1904.01","Census Tract 1904.01, Los Angeles County, California","ca","140","00","ACSSF","0004288",,,,,"06","037",,,,"190401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,346,936,1348
"06037190402","14000US06037190402","Census Tract 1904.02","Census Tract 1904.02, Los Angeles County, California","ca","140","00","ACSSF","0004289",,,,,"06","037",,,,"190402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,176,1037,810
"06037190510","14000US06037190510","Census Tract 1905.10","Census Tract 1905.10, Los Angeles County, California","ca","140","00","ACSSF","0004290",,,,,"06","037",,,,"190510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916,440,1250,1226
"06037190520","14000US06037190520","Census Tract 1905.20","Census Tract 1905.20, Los Angeles County, California","ca","140","00","ACSSF","0004291",,,,,"06","037",,,,"190520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,598,1430,1072
"06037190700","14000US06037190700","Census Tract 1907","Census Tract 1907, Los Angeles County, California","ca","140","00","ACSSF","0004292",,,,,"06","037",,,,"190700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289,236,911,1142
"06037190801","14000US06037190801","Census Tract 1908.01","Census Tract 1908.01, Los Angeles County, California","ca","140","00","ACSSF","0004293",,,,,"06","037",,,,"190801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769,269,872,628
"06037190802","14000US06037190802","Census Tract 1908.02","Census Tract 1908.02, Los Angeles County, California","ca","140","00","ACSSF","0004294",,,,,"06","037",,,,"190802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,652,925,785
"06037190901","14000US06037190901","Census Tract 1909.01","Census Tract 1909.01, Los Angeles County, California","ca","140","00","ACSSF","0004295",,,,,"06","037",,,,"190901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,1232,1430,678
"06037190902","14000US06037190902","Census Tract 1909.02","Census Tract 1909.02, Los Angeles County, California","ca","140","00","ACSSF","0004296",,,,,"06","037",,,,"190902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,592,1370,688
"06037191000","14000US06037191000","Census Tract 1910","Census Tract 1910, Los Angeles County, California","ca","140","00","ACSSF","0004297",,,,,"06","037",,,,"191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483,358,1262,1863
"06037191110","14000US06037191110","Census Tract 1911.10","Census Tract 1911.10, Los Angeles County, California","ca","140","00","ACSSF","0004298",,,,,"06","037",,,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933,706,1528,699
"06037191120","14000US06037191120","Census Tract 1911.20","Census Tract 1911.20, Los Angeles County, California","ca","140","00","ACSSF","0004299",,,,,"06","037",,,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147,873,1181,1093
"06037191201","14000US06037191201","Census Tract 1912.01","Census Tract 1912.01, Los Angeles County, California","ca","140","00","ACSSF","0004300",,,,,"06","037",,,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3729,575,2114,1040
"06037191203","14000US06037191203","Census Tract 1912.03","Census Tract 1912.03, Los Angeles County, California","ca","140","00","ACSSF","0004301",,,,,"06","037",,,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,452,917,385
"06037191204","14000US06037191204","Census Tract 1912.04","Census Tract 1912.04, Los Angeles County, California","ca","140","00","ACSSF","0004302",,,,,"06","037",,,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,331,675,506
"06037191301","14000US06037191301","Census Tract 1913.01","Census Tract 1913.01, Los Angeles County, California","ca","140","00","ACSSF","0004303",,,,,"06","037",,,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,393,594,634
"06037191302","14000US06037191302","Census Tract 1913.02","Census Tract 1913.02, Los Angeles County, California","ca","140","00","ACSSF","0004304",,,,,"06","037",,,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457,314,600,543
"06037191410","14000US06037191410","Census Tract 1914.10","Census Tract 1914.10, Los Angeles County, California","ca","140","00","ACSSF","0004305",,,,,"06","037",,,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380,964,1492,924
"06037191420","14000US06037191420","Census Tract 1914.20","Census Tract 1914.20, Los Angeles County, California","ca","140","00","ACSSF","0004306",,,,,"06","037",,,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,578,1046,752
"06037191500","14000US06037191500","Census Tract 1915","Census Tract 1915, Los Angeles County, California","ca","140","00","ACSSF","0004307",,,,,"06","037",,,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,1256,1991,1124
"06037191610","14000US06037191610","Census Tract 1916.10","Census Tract 1916.10, Los Angeles County, California","ca","140","00","ACSSF","0004308",,,,,"06","037",,,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992,907,1267,818
"06037191620","14000US06037191620","Census Tract 1916.20","Census Tract 1916.20, Los Angeles County, California","ca","140","00","ACSSF","0004309",,,,,"06","037",,,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,784,683,400
"06037191710","14000US06037191710","Census Tract 1917.10","Census Tract 1917.10, Los Angeles County, California","ca","140","00","ACSSF","0004310",,,,,"06","037",,,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167,875,871,421
"06037191720","14000US06037191720","Census Tract 1917.20","Census Tract 1917.20, Los Angeles County, California","ca","140","00","ACSSF","0004311",,,,,"06","037",,,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153,871,749,533
"06037191810","14000US06037191810","Census Tract 1918.10","Census Tract 1918.10, Los Angeles County, California","ca","140","00","ACSSF","0004312",,,,,"06","037",,,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313,755,926,632
"06037191820","14000US06037191820","Census Tract 1918.20","Census Tract 1918.20, Los Angeles County, California","ca","140","00","ACSSF","0004313",,,,,"06","037",,,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314,392,891,1031
"06037191901","14000US06037191901","Census Tract 1919.01","Census Tract 1919.01, Los Angeles County, California","ca","140","00","ACSSF","0004314",,,,,"06","037",,,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444,185,926,1333
"06037191902","14000US06037191902","Census Tract 1919.02","Census Tract 1919.02, Los Angeles County, California","ca","140","00","ACSSF","0004315",,,,,"06","037",,,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,79,536,1588
"06037192001","14000US06037192001","Census Tract 1920.01","Census Tract 1920.01, Los Angeles County, California","ca","140","00","ACSSF","0004316",,,,,"06","037",,,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,107,690,1159
"06037192002","14000US06037192002","Census Tract 1920.02","Census Tract 1920.02, Los Angeles County, California","ca","140","00","ACSSF","0004317",,,,,"06","037",,,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219,66,738,1415
"06037192300","14000US06037192300","Census Tract 1923","Census Tract 1923, Los Angeles County, California","ca","140","00","ACSSF","0004318",,,,,"06","037",,,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,91,518,1465
"06037192410","14000US06037192410","Census Tract 1924.10","Census Tract 1924.10, Los Angeles County, California","ca","140","00","ACSSF","0004319",,,,,"06","037",,,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2932,187,916,1829
"06037192420","14000US06037192420","Census Tract 1924.20","Census Tract 1924.20, Los Angeles County, California","ca","140","00","ACSSF","0004320",,,,,"06","037",,,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896,683,1226,987
"06037192510","14000US06037192510","Census Tract 1925.10","Census Tract 1925.10, Los Angeles County, California","ca","140","00","ACSSF","0004321",,,,,"06","037",,,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757,962,1129,666
"06037192520","14000US06037192520","Census Tract 1925.20","Census Tract 1925.20, Los Angeles County, California","ca","140","00","ACSSF","0004322",,,,,"06","037",,,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422,1289,1473,660
"06037192610","14000US06037192610","Census Tract 1926.10","Census Tract 1926.10, Los Angeles County, California","ca","140","00","ACSSF","0004323",,,,,"06","037",,,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718,774,1276,668
"06037192620","14000US06037192620","Census Tract 1926.20","Census Tract 1926.20, Los Angeles County, California","ca","140","00","ACSSF","0004324",,,,,"06","037",,,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,1128,888,420
"06037192700","14000US06037192700","Census Tract 1927","Census Tract 1927, Los Angeles County, California","ca","140","00","ACSSF","0004325",,,,,"06","037",,,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636,543,1496,597
"06037194101","14000US06037194101","Census Tract 1941.01","Census Tract 1941.01, Los Angeles County, California","ca","140","00","ACSSF","0004326",,,,,"06","037",,,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,41,817,1779
"06037194102","14000US06037194102","Census Tract 1941.02","Census Tract 1941.02, Los Angeles County, California","ca","140","00","ACSSF","0004327",,,,,"06","037",,,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559,100,804,1655
"06037194200","14000US06037194200","Census Tract 1942","Census Tract 1942, Los Angeles County, California","ca","140","00","ACSSF","0004328",,,,,"06","037",,,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,57,826,1853
"06037194300","14000US06037194300","Census Tract 1943","Census Tract 1943, Los Angeles County, California","ca","140","00","ACSSF","0004329",,,,,"06","037",,,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,0,835,1670
"06037194401","14000US06037194401","Census Tract 1944.01","Census Tract 1944.01, Los Angeles County, California","ca","140","00","ACSSF","0004330",,,,,"06","037",,,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179,68,823,1288
"06037194402","14000US06037194402","Census Tract 1944.02","Census Tract 1944.02, Los Angeles County, California","ca","140","00","ACSSF","0004331",,,,,"06","037",,,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204,81,845,2278
"06037194500","14000US06037194500","Census Tract 1945","Census Tract 1945, Los Angeles County, California","ca","140","00","ACSSF","0004332",,,,,"06","037",,,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,46,510,1110
"06037195100","14000US06037195100","Census Tract 1951","Census Tract 1951, Los Angeles County, California","ca","140","00","ACSSF","0004333",,,,,"06","037",,,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884,166,951,2767
"06037195201","14000US06037195201","Census Tract 1952.01","Census Tract 1952.01, Los Angeles County, California","ca","140","00","ACSSF","0004334",,,,,"06","037",,,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651,141,872,1638
"06037195202","14000US06037195202","Census Tract 1952.02","Census Tract 1952.02, Los Angeles County, California","ca","140","00","ACSSF","0004335",,,,,"06","037",,,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2641,157,571,1913
