Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004
"06037101110","14000US06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","ca","140","00","ACSSF","0003871",,,,,"06","037",,,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118,473,1916,729
"06037101122","14000US06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","ca","140","00","ACSSF","0003872",,,,,"06","037",,,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,164,1650,873
"06037101210","14000US06037101210","Census Tract 1012.10","Census Tract 1012.10, Los Angeles County, California","ca","140","00","ACSSF","0003873",,,,,"06","037",,,,"101210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,677,2560,979
"06037101220","14000US06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","ca","140","00","ACSSF","0003874",,,,,"06","037",,,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646,527,1498,621
"06037101300","14000US06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","ca","140","00","ACSSF","0003875",,,,,"06","037",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,334,1910,1019
"06037101400","14000US06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","ca","140","00","ACSSF","0003876",,,,,"06","037",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645,238,1586,821
"06037102103","14000US06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","ca","140","00","ACSSF","0003877",,,,,"06","037",,,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,72,769,537
"06037102104","14000US06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","ca","140","00","ACSSF","0003878",,,,,"06","037",,,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,280,1438,1034
"06037102105","14000US06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","ca","140","00","ACSSF","0003879",,,,,"06","037",,,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,278,742,353
"06037102107","14000US06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280,339,1683,1258
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831,244,874,713
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659,697,2017,945
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859,612,3009,1238
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,81,1375,1304
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,604,2923,1634
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,619,1271,454
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743,1385,1623,735
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704,1453,1751,500
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,492,1233,953
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,1253,1478,189
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,1484,1594,246
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429,949,1223,257
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921,1330,1427,164
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,1612,1486,387
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,945,1065,101
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268,827,1309,132
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869,903,854,112
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,962,779,233
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,1089,1032,65
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,1140,937,166
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,1403,826,103
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,608,501,110
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,652,1441,285
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,1973,1323,259
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156,810,1134,212
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724,938,690,96
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184,352,1287,545
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002,1052,2041,909
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,499,1605,990
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3781,708,2088,985
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003911",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,638,1395,512
"06037106114","14000US06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0003912",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,1334,1793,393
"06037106403","14000US06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0003913",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320,1172,950,198
"06037106405","14000US06037106405","Census Tract 1064.05","Census Tract 1064.05, Los Angeles County, California","ca","140","00","ACSSF","0003914",,,,,"06","037",,,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942,1111,1577,254
"06037106406","14000US06037106406","Census Tract 1064.06","Census Tract 1064.06, Los Angeles County, California","ca","140","00","ACSSF","0003915",,,,,"06","037",,,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051,1135,2121,795
"06037106407","14000US06037106407","Census Tract 1064.07","Census Tract 1064.07, Los Angeles County, California","ca","140","00","ACSSF","0003916",,,,,"06","037",,,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,794,857,221
"06037106408","14000US06037106408","Census Tract 1064.08","Census Tract 1064.08, Los Angeles County, California","ca","140","00","ACSSF","0003917",,,,,"06","037",,,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,553,1409,207
"06037106510","14000US06037106510","Census Tract 1065.10","Census Tract 1065.10, Los Angeles County, California","ca","140","00","ACSSF","0003918",,,,,"06","037",,,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,757,1895,969
"06037106520","14000US06037106520","Census Tract 1065.20","Census Tract 1065.20, Los Angeles County, California","ca","140","00","ACSSF","0003919",,,,,"06","037",,,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022,1406,2330,286
"06037106603","14000US06037106603","Census Tract 1066.03","Census Tract 1066.03, Los Angeles County, California","ca","140","00","ACSSF","0003920",,,,,"06","037",,,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,181,878,1237
"06037106604","14000US06037106604","Census Tract 1066.04","Census Tract 1066.04, Los Angeles County, California","ca","140","00","ACSSF","0003921",,,,,"06","037",,,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,1172,1591,484
"06037106641","14000US06037106641","Census Tract 1066.41","Census Tract 1066.41, Los Angeles County, California","ca","140","00","ACSSF","0003922",,,,,"06","037",,,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738,163,675,900
"06037106642","14000US06037106642","Census Tract 1066.42","Census Tract 1066.42, Los Angeles County, California","ca","140","00","ACSSF","0003923",,,,,"06","037",,,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159,108,1158,893
"06037106643","14000US06037106643","Census Tract 1066.43","Census Tract 1066.43, Los Angeles County, California","ca","140","00","ACSSF","0003924",,,,,"06","037",,,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,289,1171,1793
"06037106645","14000US06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","ca","140","00","ACSSF","0003925",,,,,"06","037",,,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,192,1319,1106
"06037106646","14000US06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","ca","140","00","ACSSF","0003926",,,,,"06","037",,,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401,229,1260,912
"06037106648","14000US06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","ca","140","00","ACSSF","0003927",,,,,"06","037",,,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577,1087,1276,214
"06037106649","14000US06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","ca","140","00","ACSSF","0003928",,,,,"06","037",,,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,446,797,488
"06037107010","14000US06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","ca","140","00","ACSSF","0003929",,,,,"06","037",,,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,773,1037,166
"06037107020","14000US06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","ca","140","00","ACSSF","0003930",,,,,"06","037",,,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,968,1490,573
"06037108101","14000US06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","ca","140","00","ACSSF","0003931",,,,,"06","037",,,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,185,802,839
"06037108102","14000US06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","ca","140","00","ACSSF","0003932",,,,,"06","037",,,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,201,739,1682
"06037108103","14000US06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","ca","140","00","ACSSF","0003933",,,,,"06","037",,,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442,142,982,1318
"06037108104","14000US06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","ca","140","00","ACSSF","0003934",,,,,"06","037",,,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,60,480,700
"06037108201","14000US06037108201","Census Tract 1082.01","Census Tract 1082.01, Los Angeles County, California","ca","140","00","ACSSF","0003935",,,,,"06","037",,,,"108201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025,158,1247,2620
"06037108202","14000US06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","ca","140","00","ACSSF","0003936",,,,,"06","037",,,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,361,1605,3334
"06037109100","14000US06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","ca","140","00","ACSSF","0003937",,,,,"06","037",,,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,460,1264,288
"06037109200","14000US06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","ca","140","00","ACSSF","0003938",,,,,"06","037",,,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,168,943,896
"06037109300","14000US06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","ca","140","00","ACSSF","0003939",,,,,"06","037",,,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278,202,1371,705
"06037109400","14000US06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","ca","140","00","ACSSF","0003940",,,,,"06","037",,,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746,640,1615,491
"06037109500","14000US06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","ca","140","00","ACSSF","0003941",,,,,"06","037",,,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792,1286,1313,193
"06037109601","14000US06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","ca","140","00","ACSSF","0003942",,,,,"06","037",,,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,660,2052,579
"06037109603","14000US06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","ca","140","00","ACSSF","0003943",,,,,"06","037",,,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897,687,1539,671
"06037109604","14000US06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","ca","140","00","ACSSF","0003944",,,,,"06","037",,,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,246,1475,454
"06037109700","14000US06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","ca","140","00","ACSSF","0003945",,,,,"06","037",,,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283,287,1625,1371
"06037109800","14000US06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","ca","140","00","ACSSF","0003946",,,,,"06","037",,,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,563,2174,1002
"06037111100","14000US06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","ca","140","00","ACSSF","0003947",,,,,"06","037",,,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188,388,1148,652
"06037111201","14000US06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","ca","140","00","ACSSF","0003948",,,,,"06","037",,,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,312,1269,1097
"06037111202","14000US06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","ca","140","00","ACSSF","0003949",,,,,"06","037",,,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499,341,1927,1231
"06037111204","14000US06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","ca","140","00","ACSSF","0003950",,,,,"06","037",,,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538,297,1676,2565
"06037111205","14000US06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","ca","140","00","ACSSF","0003951",,,,,"06","037",,,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,94,1191,1322
"06037111206","14000US06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","ca","140","00","ACSSF","0003952",,,,,"06","037",,,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309,203,1781,1325
"06037111301","14000US06037111301","Census Tract 1113.01","Census Tract 1113.01, Los Angeles County, California","ca","140","00","ACSSF","0003953",,,,,"06","037",,,,"111301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,668,2608,1698
"06037111302","14000US06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","ca","140","00","ACSSF","0003954",,,,,"06","037",,,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565,257,1824,1484
"06037111400","14000US06037111400","Census Tract 1114","Census Tract 1114, Los Angeles County, California","ca","140","00","ACSSF","0003955",,,,,"06","037",,,,"111400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6197,1174,3399,1624
"06037113101","14000US06037113101","Census Tract 1131.01","Census Tract 1131.01, Los Angeles County, California","ca","140","00","ACSSF","0003956",,,,,"06","037",,,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,202,1520,1039
"06037113102","14000US06037113102","Census Tract 1131.02","Census Tract 1131.02, Los Angeles County, California","ca","140","00","ACSSF","0003957",,,,,"06","037",,,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,105,1015,1222
"06037113211","14000US06037113211","Census Tract 1132.11","Census Tract 1132.11, Los Angeles County, California","ca","140","00","ACSSF","0003958",,,,,"06","037",,,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,154,1713,1385
"06037113212","14000US06037113212","Census Tract 1132.12","Census Tract 1132.12, Los Angeles County, California","ca","140","00","ACSSF","0003959",,,,,"06","037",,,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,274,1310,963
"06037113213","14000US06037113213","Census Tract 1132.13","Census Tract 1132.13, Los Angeles County, California","ca","140","00","ACSSF","0003960",,,,,"06","037",,,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3782,248,1970,1564
"06037113231","14000US06037113231","Census Tract 1132.31","Census Tract 1132.31, Los Angeles County, California","ca","140","00","ACSSF","0003961",,,,,"06","037",,,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690,100,776,814
"06037113232","14000US06037113232","Census Tract 1132.32","Census Tract 1132.32, Los Angeles County, California","ca","140","00","ACSSF","0003962",,,,,"06","037",,,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285,235,1537,1513
"06037113233","14000US06037113233","Census Tract 1132.33","Census Tract 1132.33, Los Angeles County, California","ca","140","00","ACSSF","0003963",,,,,"06","037",,,,"113233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,827,2766,1350
"06037113234","14000US06037113234","Census Tract 1132.34","Census Tract 1132.34, Los Angeles County, California","ca","140","00","ACSSF","0003964",,,,,"06","037",,,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,769,1593,767
"06037113235","14000US06037113235","Census Tract 1132.35","Census Tract 1132.35, Los Angeles County, California","ca","140","00","ACSSF","0003965",,,,,"06","037",,,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,75,735,487
"06037113237","14000US06037113237","Census Tract 1132.37","Census Tract 1132.37, Los Angeles County, California","ca","140","00","ACSSF","0003966",,,,,"06","037",,,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3138,173,1783,1182
"06037113301","14000US06037113301","Census Tract 1133.01","Census Tract 1133.01, Los Angeles County, California","ca","140","00","ACSSF","0003967",,,,,"06","037",,,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,230,931,1147
"06037113303","14000US06037113303","Census Tract 1133.03","Census Tract 1133.03, Los Angeles County, California","ca","140","00","ACSSF","0003968",,,,,"06","037",,,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3029,288,1659,1082
"06037113321","14000US06037113321","Census Tract 1133.21","Census Tract 1133.21, Los Angeles County, California","ca","140","00","ACSSF","0003969",,,,,"06","037",,,,"113321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4402,353,2323,1726
"06037113322","14000US06037113322","Census Tract 1133.22","Census Tract 1133.22, Los Angeles County, California","ca","140","00","ACSSF","0003970",,,,,"06","037",,,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,344,1788,1416
"06037113401","14000US06037113401","Census Tract 1134.01","Census Tract 1134.01, Los Angeles County, California","ca","140","00","ACSSF","0003971",,,,,"06","037",,,,"113401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4677,715,2090,1872
"06037113421","14000US06037113421","Census Tract 1134.21","Census Tract 1134.21, Los Angeles County, California","ca","140","00","ACSSF","0003972",,,,,"06","037",,,,"113421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412,813,2835,764
"06037113422","14000US06037113422","Census Tract 1134.22","Census Tract 1134.22, Los Angeles County, California","ca","140","00","ACSSF","0003973",,,,,"06","037",,,,"113422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580,749,2709,1122
"06037115101","14000US06037115101","Census Tract 1151.01","Census Tract 1151.01, Los Angeles County, California","ca","140","00","ACSSF","0003974",,,,,"06","037",,,,"115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,210,1732,1874
"06037115103","14000US06037115103","Census Tract 1151.03","Census Tract 1151.03, Los Angeles County, California","ca","140","00","ACSSF","0003975",,,,,"06","037",,,,"115103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,127,110
"06037115104","14000US06037115104","Census Tract 1151.04","Census Tract 1151.04, Los Angeles County, California","ca","140","00","ACSSF","0003976",,,,,"06","037",,,,"115104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,272,889,1180
"06037115201","14000US06037115201","Census Tract 1152.01","Census Tract 1152.01, Los Angeles County, California","ca","140","00","ACSSF","0003977",,,,,"06","037",,,,"115201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,450,1926,2152
